N,P,K,temperature,humidity,ph,rainfall,label
83,58,23,19.852945810252816,59.54481731205041,6.381468010381261,65.6268198848645,maize
83,58,23,19.76921642680073,59.62313582399211,6.437777780233617,65.4536920255923,maize
83,58,23,19.718019126208777,59.87204202894462,6.359777320449554,65.65547108745928,maize
83,58,23,19.788490939256594,59.73014132068487,6.346253135017612,65.38998349781232,maize
83,57,19,25.611115284262493,70.78640810711035,6.869714575417398,98.86160168577184,maize
83,57,19,25.673100099939337,70.75285063822608,7.073303521304083,98.70100614873117,maize
83,57,19,25.91304778487683,70.67780932141065,7.02907786576069,98.65313025037328,maize
83,57,19,25.736859652946073,70.67931627822999,6.85227993878075,98.66855319857994,maize
83,57,19,25.71343593739305,70.7519552789744,6.986720044225644,98.86228889530823,maize
83,57,19,25.84598135261326,70.58964003525188,6.848633596858977,98.85086037208265,maize
83,57,19,25.803355341732885,71.08678025107623,6.868971486187416,98.67850886657202,maize
83,57,19,25.754477953962006,70.84074835909738,6.813758316807992,98.91157348684715,maize
83,57,19,25.663851142744377,70.7289439671449,6.947638416087681,98.77274014622985,maize
83,57,19,25.75925003695058,70.73033277057048,6.941105256373166,98.82301011015751,maize
40,72,77,17.15798457353926,16.980686980679817,7.422240403854572,88.52299552832832,Soyabeans
40,72,77,17.086154362187603,16.988655713849823,7.594705545171637,88.65060099211043,Soyabeans
40,72,77,16.81765843557622,16.981501873733798,7.389021725704396,88.44978938402595,Soyabeans
40,72,77,16.76728332744419,17.151648279702872,7.371161049458219,88.47293967593157,Soyabeans
40,72,77,17.05485861475801,17.000204619465777,7.582454723805434,88.35724781562047,Soyabeans
40,72,77,16.916821873430155,16.99133803621787,7.472288231529201,88.64869316394312,Soyabeans
40,72,77,17.14989979047724,16.919722851342353,7.32229178972635,88.71504908392386,Soyabeans
40,72,77,16.980944828542494,16.700394480614467,7.483341533901026,88.57883913762842,Soyabeans
40,72,77,16.878942436263266,16.96862556806667,7.602486168605477,88.60320623567517,Soyabeans
40,72,77,17.101150851010228,16.750809097467197,7.532789641714518,88.5394076236027,Soyabeans
23,72,84,19.12712408368322,17.447621568073348,6.857980240757212,79.86614188813317,Soyabeans
23,72,84,19.14459827070549,17.14778675287713,6.756391199519705,80.01920542584529,Soyabeans
23,72,84,19.15435557104386,17.222551960834444,7.056389572146137,79.97173441486748,Soyabeans
23,72,84,18.925833015624434,17.185391371005757,6.8238267159728005,80.11559780946767,Soyabeans
23,72,84,19.038279943603523,17.1552718068817,7.044589749123357,79.80567705868147,Soyabeans
23,72,84,19.0395180748654,17.18009854572024,6.957605931391778,80.06874467164964,Soyabeans
23,72,84,19.099353046944845,17.277152025580104,7.032395784153453,79.85497811812114,Soyabeans
23,72,84,19.168375259004975,17.05281722577975,6.864322485985975,79.92423583214682,Soyabeans
23,72,84,18.916686296423208,17.019375042934026,6.933494705795969,80.07492604606779,Soyabeans
23,72,84,19.03518277091286,17.047248955221416,6.959228431849607,79.82637936526113,Soyabeans
39,58,85,17.92695765175312,15.563455047139144,6.0392930819537485,68.48541712889457,Soyabeans
39,58,85,17.847807907219448,15.647656303964322,6.064736154386069,68.42112153355333,Soyabeans
39,58,85,17.95164705319207,15.295488741305455,5.9243311015811555,68.5950838849958,Soyabeans
39,58,85,17.762133754761795,15.333152467305949,6.2992805399152445,68.37672157038364,Soyabeans
39,58,85,17.960343446894374,15.374471161231263,5.941589013754877,68.64559015668047,Soyabeans
39,58,85,17.7605910426573,15.5290616350461,6.067544072972213,68.49034154656322,Soyabeans
39,58,85,17.830638609398513,15.43731141953926,5.954699368352343,68.80690094283902,Soyabeans
39,58,85,17.84841775309002,15.414641744203093,6.000190193819571,68.5298877067608,Soyabeans
39,58,85,17.703549910781305,15.450176708500244,5.930381924982654,68.58771819768701,Soyabeans
39,58,85,17.958455589703085,15.534587384437033,6.151356840265909,68.55017284127163,Soyabeans
22,72,85,18.708796760727765,15.708769031803454,6.37710943482698,88.42873358679358,Soyabeans
22,72,85,18.71508128060816,15.676369482468234,6.13775095793003,88.531857345572,Soyabeans
22,72,85,19.027055507432877,15.785339224350833,6.3650583361512965,88.55669609033072,Soyabeans
22,72,85,18.6699602065123,15.6236906533514,6.378430583599059,88.58403204745449,Soyabeans
22,72,85,18.815618818582593,15.784020059026991,6.469343335601442,88.41247023762736,Soyabeans
22,72,85,18.843396459976475,15.49944328344483,6.383643044839937,88.58695654758755,Soyabeans
22,72,85,18.686280387376293,15.698468191239776,6.392516103807858,88.51078682297336,Soyabeans
22,72,85,18.859578624872476,15.540522416706706,6.358681447966908,88.67420915263403,Soyabeans
22,72,85,19.063631282901817,15.757312367472785,6.485251903103444,88.6157989124757,Soyabeans
22,72,85,18.843378741446337,15.588125993619236,6.563579191674543,88.72022657666908,Soyabeans
36,67,77,18.21150462735327,19.5482904397531,7.156348274541587,79.38862047275678,Soyabeans
36,67,77,18.460834479184307,19.501638513667277,7.212152021537333,79.11347409395968,Soyabeans
36,67,77,18.29979642967316,19.508649888055622,7.234318044066604,79.37663525462244,Soyabeans
36,67,77,18.477994921904145,19.44317834576532,7.213281053630442,79.18576985540244,Soyabeans
36,67,77,18.22684646689818,19.533407338070276,7.189447449917323,79.2830459432931,Soyabeans
36,67,77,18.412447613890123,19.570567061990214,7.164896040439655,79.33469829990116,Soyabeans
36,67,77,18.45859533289565,19.588080957889552,7.207867953958407,79.22677200628893,Soyabeans
36,67,77,18.29768770010509,19.74004741701796,7.048234972071022,79.23487538644349,Soyabeans
36,67,77,18.560029381282583,19.62221710700765,7.070473347517921,79.32832872240141,Soyabeans
36,67,77,18.210088076941645,19.525335321801958,7.07766799579321,79.33299600503732,Soyabeans
32,73,81,20.45383178143851,15.429912931574645,6.041660693717131,92.5594010321792,Soyabeans
32,73,81,20.591371585655995,15.361658317743142,6.008129213975349,92.82987208469088,Soyabeans
32,73,81,20.417222084317924,15.45985743152157,5.914597723137779,92.71643827520481,Soyabeans
32,73,81,20.433075221349974,15.490345113597703,6.257103573630425,92.54563129698407,Soyabeans
32,73,81,20.459440238482884,15.589411845008547,5.994232367338421,92.70128899979353,Soyabeans
32,73,81,20.6842574305992,15.39913495295539,6.090390312710921,92.63817441435826,Soyabeans
32,73,81,20.596911543063808,15.40050854864076,6.072095990160129,92.71298280454339,Soyabeans
32,73,81,20.23811174809596,15.38626034012499,5.976015210207292,92.6932179235083,Soyabeans
32,73,81,20.36207394832519,15.382577673103402,6.057602770800132,92.78176227199725,Soyabeans
32,73,81,20.519561508775805,15.519488419761108,6.105854946872957,92.60583324950444,Soyabeans
58,70,84,20.790317168964165,16.557036525825925,6.253834829236301,74.63443480623167,Soyabeans
58,70,84,20.516136507647392,16.669881057483888,6.269556698134444,74.88973898431895,Soyabeans
58,70,84,20.596326007787532,16.494024875839678,6.090718980318604,74.57497105514751,Soyabeans
58,70,84,20.470822068431573,16.494716532931314,6.270980181352268,74.57008064888706,Soyabeans
58,70,84,20.643603201124268,16.72426976195618,6.279517576877189,74.78039568387474,Soyabeans
58,70,84,20.6947585128217,16.825368804818574,6.137658291603556,74.62086939714267,Soyabeans
58,70,84,20.747191613997565,16.469339596801426,6.187651153944075,74.55655349110003,Soyabeans
58,70,84,20.620266528095303,16.606303426951758,6.201468498457388,74.55512114061004,Soyabeans
58,70,84,20.791644254171143,16.6842451358611,6.221393037892979,74.66986547884858,Soyabeans
58,70,84,20.51339523052739,16.414190543934428,6.149700559302926,74.68534297848862,Soyabeans
59,70,84,17.589756280215685,18.66068713203168,7.620712310413046,82.5908851953765,Soyabeans
59,70,84,17.341125988667013,18.891272165665605,7.468784359316699,82.63338004134447,Soyabeans
59,70,84,17.324015289593046,18.688450400234917,7.342896283984224,82.60122010804797,Soyabeans
59,70,84,17.144580590615234,18.790190828246672,7.629067989529725,82.47246844459374,Soyabeans
59,70,84,17.488947686022573,18.731809942177133,7.501204011631909,82.64999428810971,Soyabeans
59,70,84,17.363335115315607,18.604121349193704,7.521938389786145,82.63685731682341,Soyabeans
59,70,84,17.341968817375673,18.77510044078605,7.469489154637224,82.43357451522263,Soyabeans
59,70,84,17.387596790367787,18.803452134217768,7.512701657333785,82.48762792792316,Soyabeans
59,70,84,17.294381697784996,18.700563509768156,7.520273078477061,82.60184568641735,Soyabeans
59,70,84,17.35681399738155,18.84283262689464,7.612344799570879,82.73302360471327,Soyabeans
42,62,75,18.170916728663467,18.833810263894176,7.134256635013065,81.85944532388483,Soyabeans
42,62,75,18.33895663504277,18.97202404086222,7.009181642731199,81.91442734350292,Soyabeans
42,62,75,18.24535696233579,18.922401572564613,6.988206061376396,81.88711159955182,Soyabeans
42,62,75,18.053232786799292,18.906010637254898,7.106968730075466,81.96307673860694,Soyabeans
42,62,75,18.167033935370863,18.70277597663128,6.94803516605939,81.7005008914846,Soyabeans
42,62,75,18.276076763721942,18.835160759160598,7.094253805957702,81.74824216663262,Soyabeans
42,62,75,18.097272196060363,18.865064642117353,6.924832105575003,81.88359556735323,Soyabeans
42,62,75,18.147169766319628,18.808438877971685,7.054867278449194,81.72081410540463,Soyabeans
42,62,75,18.108080343877237,18.843938440394552,6.82417758842726,81.91521060804693,Soyabeans
42,62,75,18.27937475326034,18.857360700857978,7.048228746783454,81.78782716320184,Soyabeans
28,74,81,17.860353068982086,18.19492552322122,8.562649219675976,82.10541999664551,Soyabeans
28,74,81,18.006753652155307,18.389869167539437,8.797001675635789,82.03343414864112,Soyabeans
28,74,81,18.111276978497738,18.461546594711095,8.896998930293671,82.03586313195906,Soyabeans
28,74,81,18.156780342132993,18.318982473992968,8.747338117921574,81.91539792660708,Soyabeans
28,74,81,17.973969783594033,18.32550686094222,8.939418519254225,81.78595907738152,Soyabeans
28,74,81,18.093994782532615,18.30663783073032,8.826840957752086,82.04666436727437,Soyabeans
28,74,81,18.0238232126509,18.380963171247558,8.541299016312454,81.94323627574663,Soyabeans
28,74,81,18.018046115788856,18.298039621288737,8.778777484623538,81.81285521758228,Soyabeans
28,74,81,18.04629062273974,18.419554228713825,8.778133549827595,81.92526237971687,Soyabeans
28,74,81,18.13863315036222,18.41183294178096,8.668945012364462,82.02626544274497,Soyabeans
58,66,79,20.92066283282078,19.273122572919036,8.925892977929367,93.68655528813323,Soyabeans
58,66,79,20.97743715884125,19.29351491900483,8.778444075790093,93.53119060912432,Soyabeans
58,66,79,20.951229338635613,19.227682570898573,8.693620369003783,93.394341589801,Soyabeans
58,66,79,20.894015959293693,19.363456336611453,8.65996983124373,93.48203816414414,Soyabeans
58,66,79,21.03420045220377,19.36777910670602,8.701366046445763,93.67633517995239,Soyabeans
58,66,79,21.178985283000525,19.45958220092932,8.768389814761656,93.43108104294612,Soyabeans
58,66,79,21.157005431654245,19.278620525873645,8.684472967921455,93.4565360770612,Soyabeans
58,66,79,21.043289946378124,19.29107556594532,8.738256274860541,93.49095275375812,Soyabeans
58,66,79,21.15465784919027,19.509553737537967,8.699357135097037,93.48486208595465,Soyabeans
58,66,79,21.0516834111457,19.267933104628177,8.825535391959296,93.61088101653702,Soyabeans
43,66,79,19.327590963626463,15.17137149369064,7.796959709929034,74.37112271084196,Soyabeans
43,66,79,19.534728257662067,15.28629492602305,7.801065569950553,74.57850832577078,Soyabeans
43,66,79,19.307775545155064,15.085745381640152,7.9658318144726215,74.62737612220755,Soyabeans
43,66,79,19.56128189164282,15.2938488676982,8.048878041707965,74.54108302370435,Soyabeans
43,66,79,19.39836318483765,15.17545655726346,7.7543167932352945,74.69524339382936,Soyabeans
43,66,79,19.47752538815116,15.301836760395226,7.914913890550726,74.34332386516864,Soyabeans
43,66,79,19.40821162492256,15.311051319849627,8.04075659962704,74.54974001769236,Soyabeans
43,66,79,19.24937958046654,15.293323707852391,7.858372242572624,74.58461786635313,Soyabeans
43,66,79,19.51031947953187,15.382439080152068,7.957771766951836,74.44562486361015,Soyabeans
43,66,79,19.55133843766443,15.23660630588991,7.964764838507592,74.54373313391426,Soyabeans
58,63,81,19.79826385866947,14.562080671760475,6.425340490202698,78.88509084244632,Soyabeans
58,63,81,19.79272435852216,14.584336575224565,6.470301394734039,79.03394190678934,Soyabeans
58,63,81,19.84146205700541,14.547735652050102,6.540835073757087,78.99243602980361,Soyabeans
58,63,81,19.914435262109826,14.76123606536645,6.459733516727771,78.92109087273298,Soyabeans
58,63,81,19.642182067034174,14.624482471462635,6.534430109610234,78.94753657155857,Soyabeans
58,63,81,19.96538470295936,14.673459256406861,6.5158599085151225,78.84050883366972,Soyabeans
58,63,81,19.68346702635856,14.749224846694432,6.468271540222069,79.01999408700961,Soyabeans
58,63,81,19.828892244909536,14.675943595354289,6.453875682788219,79.13938580867664,Soyabeans
58,63,81,19.882908159417287,14.671855560354812,6.460252240681126,78.97069379623169,Soyabeans
58,63,81,19.925277619064616,14.609220705816975,6.624812010937314,79.01251557792494,Soyabeans
23,62,85,19.026302168039336,19.546384196202695,8.340736979992098,80.73117353371919,Soyabeans
23,62,85,18.917371590806354,19.392377983983714,8.542589442244218,80.75478472537405,Soyabeans
23,62,85,19.029153843276905,19.484376064281236,8.417954716064374,80.69692154128418,Soyabeans
23,62,85,19.074872361031108,19.33708437126231,8.583102616570917,80.66054627981757,Soyabeans
23,62,85,19.065134014722585,19.674172781566472,8.361025661161646,80.87554122614907,Soyabeans
23,62,85,19.165483025211206,19.422815112119633,8.558568053653428,80.73603388556582,Soyabeans
23,62,85,19.01999206991866,19.293839727553998,8.658541766844985,80.73150565699318,Soyabeans
23,62,85,18.901020599280713,19.573807191215764,8.42301991881736,80.66036499831183,Soyabeans
23,62,85,19.148649576817064,19.576430826122856,8.504533047598239,80.71193721381847,Soyabeans
23,62,85,18.9156474648435,19.827005932396396,8.435741603414481,80.5874235670748,Soyabeans
27,62,77,18.22923065647275,14.437288843778255,6.480952034503435,70.03986345283428,Soyabeans
27,62,77,18.155475988857972,14.611385245908759,6.58819526289172,70.27110029775966,Soyabeans
27,62,77,18.319366091386648,14.663245274677758,6.678845314630645,70.28588385226438,Soyabeans
27,62,77,18.126105176611418,14.905309623108273,6.455412897798309,70.30548357625871,Soyabeans
27,62,77,18.29915291394202,14.69112284998553,6.663223503641087,70.1242528282407,Soyabeans
27,62,77,18.19864481877866,14.788088278386272,6.61188630240371,70.35143075151396,Soyabeans
27,62,77,18.289367042333723,14.719583454992033,6.418105641646203,70.09679291255641,Soyabeans
27,62,77,18.30103318414731,14.723721291331614,6.428889127170206,70.09377513253709,Soyabeans
27,62,77,18.135659549951278,14.857765734686579,6.629324893420731,70.07292950551098,Soyabeans
27,62,77,18.023536747168322,14.716654953876345,6.675948888828759,70.0706103054704,Soyabeans
28,72,84,18.625648691575837,19.26382011951091,6.3951421524249294,71.72848000920006,Soyabeans
28,72,84,18.690941967325422,19.148578564914025,6.659128451298698,71.95179870014829,Soyabeans
28,72,84,18.571236205726994,19.458495611694705,6.5723489643123365,71.58045518752554,Soyabeans
28,72,84,18.596973598437692,19.3633857682328,6.4577015381014675,71.6063161545763,Soyabeans
28,72,84,18.719702483103,19.261618541879773,6.365952473949343,71.56889630095566,Soyabeans
28,72,84,18.73788211824742,19.221050326958228,6.4397964326770625,71.51591486651652,Soyabeans
28,72,84,18.712921968884572,19.151275666207003,6.216994789941699,71.77790264942186,Soyabeans
28,72,84,18.681739808214566,19.236747563488887,6.6743119056451174,71.52706312534094,Soyabeans
28,72,84,18.79666871349891,19.07239597821172,6.372238244128559,71.38222655797743,Soyabeans
28,72,84,18.699784187767477,19.28562150511207,6.405386411527489,71.58329362646451,Soyabeans
50,56,76,20.993911476533988,19.80572033799555,7.92003621720828,73.65545640913118,Soyabeans
50,56,76,21.117335349984046,19.963023605165777,7.999392385021394,73.49634197647192,Soyabeans
50,56,76,20.89462560545179,19.83562294296887,8.125682978093327,73.42410908475053,Soyabeans
50,56,76,20.989718830774,19.94186303708295,7.881175528188782,73.37651475766589,Soyabeans
50,56,76,20.977321685854662,19.87609048573932,8.023838315480196,73.55339718792607,Soyabeans
50,56,76,21.006538581994523,19.72591365301596,7.993578026387171,73.5081634526893,Soyabeans
50,56,76,21.030102561440103,19.851020842205116,8.112283511188283,73.45909718272631,Soyabeans
50,56,76,20.840304806100082,19.867975386276346,7.931811848189548,73.5118991860102,Soyabeans
50,56,76,21.24159607221238,19.95806911890371,7.954370777141135,73.37240994669153,Soyabeans
50,56,76,21.14090737638811,19.89002951308517,8.04003968306651,73.4002819820651,Soyabeans
39,71,84,20.312423837809472,16.274951433029027,8.088190053108653,82.56257941677195,Soyabeans
39,71,84,20.343601329516304,16.464166264921218,8.148013688072988,82.43300624638519,Soyabeans
39,71,84,20.28270293617979,16.203610558528133,8.125082921625655,82.56504564190908,Soyabeans
39,71,84,20.326427013938645,16.367463398599675,7.943333450719212,82.28567058610773,Soyabeans
39,71,84,20.28790531700737,16.504209838219534,7.9766311533468,82.56654726054596,Soyabeans
39,71,84,20.2125094640721,16.518265799774788,8.216401884268977,82.4264132864015,Soyabeans
39,71,84,20.317639747344938,16.359564110664426,8.105153207420921,82.43216222442148,Soyabeans
39,71,84,20.298409230519777,16.401557635624084,8.128543960754069,82.68334259192264,Soyabeans
39,71,84,20.409559947949752,16.410964198509397,8.155897848831602,82.42195177078334,Soyabeans
39,71,84,20.247219539467643,16.36552975811384,8.148432644865009,82.55619965323895,Soyabeans
25,78,76,17.416605586705497,15.52553724235525,7.224335704800046,66.86061019507025,Soyabeans
25,78,76,17.479699783435446,15.788388185312096,7.404252951648689,66.98041589060131,Soyabeans
25,78,76,17.43412561278337,15.792816967174007,7.336435124452709,66.7989041831111,Soyabeans
25,78,76,17.386886863497562,15.819984982355571,7.340853005313736,67.04279400917765,Soyabeans
25,78,76,17.456457322544956,15.648126031924996,7.164340172785394,66.96341579718876,Soyabeans
25,78,76,17.337555006208984,15.96085707913062,7.304161821886431,67.07118278804656,Soyabeans
25,78,76,17.480746443235883,15.651190180146235,7.260501477135517,67.05783321015822,Soyabeans
25,78,76,17.40435059902925,15.658292014627394,7.144108512043925,67.20800960377241,Soyabeans
25,78,76,17.45184735660642,15.673731402399309,7.224833105349205,66.9418644851574,Soyabeans
25,78,76,17.574188949311477,15.678307147912715,7.130735744533767,66.86415981342567,Soyabeans
31,70,77,20.819385451962372,14.534322175733623,6.445757325271059,90.43788625818321,Soyabeans
31,70,77,20.903094291742008,14.208109775847205,6.5592059578248625,90.29660514351094,Soyabeans
31,70,77,20.947056832159397,14.397182971254367,6.5875533262306325,90.27795045619575,Soyabeans
31,70,77,21.01375181116582,14.280080005446143,6.478383133594333,90.40399915411174,Soyabeans
31,70,77,20.899807747940052,14.235952262348423,6.524408007712131,90.51936000368511,Soyabeans
31,70,77,20.98989790860537,14.288263791150614,6.473647946339327,90.6261392021324,Soyabeans
31,70,77,20.844926530601818,14.310341814806446,6.460845499285218,90.35881465313994,Soyabeans
31,70,77,21.01386708394419,14.319363840566677,6.542784176482573,90.43915246009097,Soyabeans
31,70,77,20.76115639776866,14.39002695068725,6.5505767971926385,90.40665208416459,Soyabeans
31,70,77,20.81687490547057,14.35073988048509,6.41500891939437,90.63194408275177,Soyabeans
26,80,83,17.100204303532394,16.079929083366057,7.439638557936355,71.29200302524929,Soyabeans
26,80,83,17.083926689797543,16.17829398241557,7.630641566286222,71.49015952228301,Soyabeans
26,80,83,17.192033417566872,16.177967379852355,7.518038097891321,71.42338709166111,Soyabeans
26,80,83,17.084122195584342,16.12328686673752,7.4001656422433495,71.32114535553737,Soyabeans
26,80,83,17.099505044377338,16.257910274277148,7.591988183479421,71.28899456511249,Soyabeans
26,80,83,17.116566297234005,16.100064749757145,7.615129547841897,71.17142459416168,Soyabeans
26,80,83,17.143459968430456,16.26529459514133,7.625249745718345,71.38784171514601,Soyabeans
26,80,83,17.127296620439857,16.12640710101018,7.504233580686582,71.3017708954472,Soyabeans
26,80,83,17.03927851237349,16.00499408752775,7.377453973817242,71.21396699816377,Soyabeans
26,80,83,17.266775601110954,16.21262239652721,7.40015617488249,71.30269303369623,Soyabeans
25,68,77,20.17020210561117,15.006649643757713,7.566904441291154,85.68393552092115,Soyabeans
25,68,77,20.176219776224244,15.161913534253188,7.698620732137058,85.77248880576332,Soyabeans
25,68,77,20.000073398113475,15.115130148593773,7.6893934780174416,85.73809597733633,Soyabeans
25,68,77,20.18537874930325,15.269017291362193,7.817943694913415,85.70497688807383,Soyabeans
25,68,77,19.977002551728344,15.049000245712723,7.724009064397922,85.66683663614296,Soyabeans
25,68,77,20.01234693529768,15.044154290017552,7.797086744547043,85.80163308295778,Soyabeans
25,68,77,20.01319419678977,15.190419325813076,7.682022809863846,85.70758533048135,Soyabeans
25,68,77,20.018715544471338,14.990133578937817,7.895621917389482,85.58161426907279,Soyabeans
25,68,77,20.12112245192168,15.047142968937187,7.599616172652895,85.59675633649215,Soyabeans
25,68,77,20.077834653920014,15.14150651968872,7.684636040359238,85.8148936778513,Soyabeans
31,78,76,17.70487451266568,14.97169464027355,8.556660524064624,89.20446954089294,Soyabeans
31,78,76,17.82096229188476,15.071755038792777,8.301217613566276,89.43441722386204,Soyabeans
31,78,76,17.58650508716315,15.030951730739417,8.473232727269783,89.32079932610895,Soyabeans
31,78,76,17.608280364148737,15.093507117082623,8.478943726868838,89.21942857004902,Soyabeans
31,78,76,17.53545627800503,15.021654107555168,8.61662585073008,89.41373693416337,Soyabeans
31,78,76,17.652930961975965,14.994750737458778,8.606249174791712,89.32930962637248,Soyabeans
31,78,76,17.60256425307993,14.746812216106346,8.605576740040256,89.3118322061117,Soyabeans
31,78,76,17.633500205328904,15.153334545262622,8.547821538062758,89.48632521754675,Soyabeans
31,78,76,17.783209100628117,14.977918001077224,8.510700692159316,89.3328137315881,Soyabeans
31,78,76,17.32843076338114,14.876486573035217,8.51927061279236,89.4554415305916,Soyabeans
60,68,83,19.11760310438213,18.281843304620303,6.656833917474052,85.59314607529717,Soyabeans
60,68,83,18.968024707063364,18.55540749158266,6.742219268883129,85.54762334877579,Soyabeans
60,68,83,19.033054826712863,18.41646607947628,6.535664402138002,85.52771917513552,Soyabeans
60,68,83,19.175823001451796,18.554486783708448,6.616167854799451,85.42368908604797,Soyabeans
60,68,83,19.14733212281256,18.463816387208485,6.593102554556817,85.43650702063486,Soyabeans
60,68,83,19.210986091170735,18.543037917551537,6.64290608684912,85.54935892667704,Soyabeans
60,68,83,18.853168940897866,18.438762668011808,6.662426357230655,85.59613804147236,Soyabeans
60,68,83,19.21952393783884,18.312854507697864,6.550204594790708,85.50205618982359,Soyabeans
60,68,83,19.066622430837988,18.280086396246457,6.614358990194389,85.62565573720741,Soyabeans
60,68,83,19.108426471497825,18.577384000674737,6.591477449373596,85.60109871791485,Soyabeans
59,62,83,18.569858430647404,19.274037241918755,8.135831651069967,73.0006941702528,Soyabeans
59,62,83,18.49469595745188,19.263615972653437,7.979408695422311,72.95701665213717,Soyabeans
59,62,83,18.63992373982278,19.26602861608362,8.183649676067734,72.95289233841656,Soyabeans
59,62,83,18.531568832659985,19.140850107078773,8.016471099190042,72.99113927622474,Soyabeans
59,62,83,18.649461983161707,19.293316989918743,8.092702379571213,72.96881331678702,Soyabeans
59,62,83,18.539668610716877,19.289157731504055,8.132885278078337,73.01498028893319,Soyabeans
59,62,83,18.564478467749446,19.157695871154882,8.269974235298356,72.87739271795024,Soyabeans
59,62,83,18.59767999533585,19.21356214977624,7.985435625026516,72.84582341873042,Soyabeans
59,62,83,18.545074943431114,19.2619293390899,8.1835444845594,73.15885062172067,Soyabeans
59,62,83,18.572379555335427,19.13397762695395,8.227829324690614,72.88821489252,Soyabeans
22,67,78,16.949744979577886,14.33704593993161,6.137129514094912,72.34561371860295,Soyabeans
22,67,78,17.015923598452837,14.324550833139682,6.079562450880422,72.36418827341421,Soyabeans
22,67,78,17.317961769800252,14.564475396462111,6.249214749986592,72.35830676109848,Soyabeans
22,67,78,17.156867583182418,14.398741040707492,6.2658273994078915,72.38115382713202,Soyabeans
22,67,78,17.181912382875318,14.587152312054597,6.317377968945371,72.42501324095495,Soyabeans
22,67,78,16.962397002664417,14.42180979870966,6.209897917393728,72.465554603915,Soyabeans
22,67,78,17.19740829900583,14.426925452816384,6.364615378309593,72.28431573314893,Soyabeans
22,67,78,17.232497884603653,14.585208188098843,6.430469709623109,72.24366983382473,Soyabeans
22,67,78,17.242017402900586,14.450840686791432,6.156907479595628,72.09534610146648,Soyabeans
22,67,78,17.266997713086234,14.59041235869482,6.193532894608578,72.30392179994386,Soyabeans
36,65,80,18.228607342436092,16.68335782423491,5.86960892670455,74.8399854189018,Soyabeans
36,65,80,18.38151124121882,16.589958549227543,6.054822836352226,74.93500765711146,Soyabeans
36,65,80,18.266418549363138,16.53084805968466,6.130300834082432,74.88236907489866,Soyabeans
36,65,80,18.34908303927085,16.712990562143794,6.084400530648197,74.77049841738618,Soyabeans
36,65,80,18.28803783886906,16.904898773470947,6.141204923076754,74.76132839265857,Soyabeans
36,65,80,18.330050194103226,16.517723163122273,5.865841170822837,74.74941540003964,Soyabeans
36,65,80,18.239860680524586,16.65842802426603,6.124333561826538,74.95170965084566,Soyabeans
36,65,80,18.278203046652354,16.694242017221036,5.945822211001526,75.12822360643958,Soyabeans
36,65,80,18.184528731256155,16.636137919581024,6.127851720087155,74.83953994433925,Soyabeans
36,65,80,18.28449418721648,16.599817667360725,6.12343576043006,74.98638034474827,Soyabeans
59,60,84,19.172679891111116,18.7169508096842,7.835325618387257,94.80260151006132,Soyabeans
59,60,84,18.926228217060984,18.62828368551057,7.7446952609216915,94.92356066918512,Soyabeans
59,60,84,19.032933056971306,18.557364345242316,7.783692124431762,94.79734878153793,Soyabeans
59,60,84,19.117551124365942,18.57190366580637,7.7783222313265705,94.48905474568774,Soyabeans
59,60,84,18.878378654200226,18.718920647364655,7.679198988215432,94.71522590134036,Soyabeans
59,60,84,18.980399867305447,18.824815330264208,7.7683985264065365,94.66166737414554,Soyabeans
59,60,84,19.07057757578254,18.782820187974707,7.722814001686826,94.69519842738822,Soyabeans
59,60,84,19.121071388116224,18.530722250355492,7.7534877949915115,94.70193478586816,Soyabeans
59,60,84,19.038928558865763,18.816703455399022,7.75828520400962,94.67204844044208,Soyabeans
59,60,84,19.081525541678435,18.435132751236896,7.793095404225541,94.80523793542059,Soyabeans
54,77,85,17.261312230389972,16.978742156363083,7.8041751897893645,83.73297551215593,Soyabeans
54,77,85,17.034944042472667,16.958994316599302,7.987146668052897,83.80022943996173,Soyabeans
54,77,85,17.333436609339987,17.011688688036834,7.778609133847654,83.70414609545627,Soyabeans
54,77,85,17.14970638019592,17.129807863349882,7.970566754044632,83.53671684098673,Soyabeans
54,77,85,17.063858340054285,17.045446050115192,7.917767757800037,83.66972231010185,Soyabeans
54,77,85,17.16535476627742,17.02391291634456,7.726689558877471,83.68779903149463,Soyabeans
54,77,85,17.11709015808222,17.04822931315481,7.954562193911954,83.85636695676574,Soyabeans
54,77,85,17.112306448164237,17.096029891135657,7.77110871947759,83.85400212775494,Soyabeans
54,77,85,17.07366797870924,17.05181259932792,8.034413379619469,83.7539421710973,Soyabeans
54,77,85,17.158356137136035,17.2300126875564,7.747930645500313,83.7144279453945,Soyabeans
43,68,81,17.511834303870835,17.7951340963978,6.659562634749279,78.86875126023638,Soyabeans
43,68,81,17.404645607380168,17.809167879114494,6.623559376247483,79.1245252333328,Soyabeans
43,68,81,17.548401790330978,18.03272615007664,6.872440340362723,78.83894729005253,Soyabeans
43,68,81,17.425908749329302,17.888527319004844,6.628469495311053,78.98066249855547,Soyabeans
43,68,81,17.672181916452324,18.001696240900493,6.734465014064491,79.01408751302749,Soyabeans
43,68,81,17.4913835081797,17.903903663583282,6.722226292494799,78.80600954491025,Soyabeans
43,68,81,17.631471072148607,17.99875499768459,6.88190368965981,79.01767899548668,Soyabeans
